USERNAME,MESSAGE,PFP,ISBOT
"@PuppyGirlPrimed","Miserable refresh pull","https://yt3.ggpht.com/FeKeQ_kirQ-GUJorAE7k8nfPXN8Kezn6sdJo5AP2U5vULg9WurLm6zo-jXSAvFYtTh0McY6PBQ8=s88-c-k-c0x00ffffff-no-rj","false"
"@arianargha","Day 0 of Reminding Ken to Drop the Bar story in a video","https://yt3.ggpht.com/NXYp7nBUQ3pxjSHJ0VWpjzsBhuTU0_Zsea6BSNp4HjRuFmeh6woRHw8AiuROznCO-k6NJIMk2A=s88-c-k-c0x00ffffff-no-rj","false"
"@tsu8604","Why does he keep calling it ruin giant?","https://yt3.ggpht.com/_e7umSdLte2ZDAfer-QMW4xIcNhWQiDwha36Jooq1EOnTva4pa4nbR4qfJFNNpZuwIGLNv-KNKA=s88-c-k-c0x00ffffff-no-rj","false"
"@makingmenweak","Pls bring me healer ken I am cursed","https://yt3.ggpht.com/P_veURLdWO9J6uNpIV8nJNG5yjBjOeYVLEdODFrahCXNPiAexGu3hqISUjn8ZUgARV5GM_dO=s88-c-k-c0x00ffffff-no-rj","false"
"@sigmakingsssssssssssssss","kenny wenny im kicking my feet at this video cause im early","https://yt3.ggpht.com/ytc/AIdro_l8bJjN8f5iw51sq7OBYWTCY3nsVjXP-QAVn96d-rY9l5KbJzFdR6s233AhOIGtTed1wA=s88-c-k-c0x00ffffff-no-rj","false"
"@ninokunt8211","its been 1 minute, wdym 50 comments!","https://yt3.ggpht.com/ytc/AIdro_n4Ck6wKFDjUmaoObGSaWTtGfAQw_Bk5NTTj96GHIQD9w=s88-c-k-c0x00ffffff-no-rj","false"
"@samerbensaid1791","no views is crazy","https://yt3.ggpht.com/ytc/AIdro_me9dreJnpyfygc8BsebLAIEr_GsCUoIqD1aCZXdzM=s88-c-k-c0x00ffffff-no-rj","false"
"@bladextv5563","i saw your pupils dilate when you looked at me... I love you too","https://yt3.ggpht.com/6ELyAFyT8csZHWKbfR3xC9Vbk1t4Bye92pvc_ueelSRnY_lwKWSpnxr4FtfHLCu3PdaDnGeSDA=s88-c-k-c0x00ffffff-no-rj","false"
"@nocapcapo","Ken you need to work on sum leg days fr man ","https://yt3.ggpht.com/YXJHQ8Uem_4uPWPjQe0027kGhzxRAns6ySN-gHc32Uu_9HA7tza-jwtzfC8_Km-Zrd80mVvQhTg=s88-c-k-c0x00ffffff-no-rj","false"
"@niklasscholl4362","30 secs","https://yt3.ggpht.com/ytc/AIdro_mcJ4w5b-UtEpb50n1LY2UVGohifAV5w5U_iDQfdWTFFg=s88-c-k-c0x00ffffff-no-rj","false"
"@Ben-jitsu23","Ken do you own anything other than that zip-up or do you spend all your money on booze??","https://yt3.ggpht.com/1I6xYbPJeZv9v35xfv6_a8pE4CFpXXxeKiEhsAgX7j1NBpKNDOCasu2ZOR0bRhLBLfR-W2M6IA=s88-c-k-c0x00ffffff-no-rj","false"
"@eva-jj3dz","is ken on koken here?","https://yt3.ggpht.com/EmRZaCHkUAGsMedbOszJbE9aVdnUmGHcCramkhKCQCmyxOWmm5XD6jogS6dtK_5HJfIOPd6r8g=s88-c-k-c0x00ffffff-no-rj","false"
"@Givemeanamebruh","Weird title even by your standards. I finished my jessup memorial btw, crazy shit. Last year of uni lowk tough","https://yt3.ggpht.com/cHELIRov7zD-PN1nJGHjnroPelpjNlOZ85hdPq9g_OubN2x5264FwNdkEXlYxpDowu7rwvPEHQ=s88-c-k-c0x00ffffff-no-rj","false"
"@oyunboldboldbaatar5519","Ken haven't you had enough vacation time in the UK? Time to go home buddy.","https://yt3.ggpht.com/ytc/AIdro_kEbQYd88Eex5XL2OGZexbw0vHK3nP2qhqE8n9e2Hy6Bw=s88-c-k-c0x00ffffff-no-rj","false"
"@CrazyBanana301","Why isn’t ken orange anymore","https://yt3.ggpht.com/iO-37PqN3vauKlrayGSHsIbdIq7W_KFukxvsPsUjD8wEwLrV2g2BkT2W6re4NxV-oreTEXUw=s88-c-k-c0x00ffffff-no-rj","false"
"@JgTheUnrealistic","nerf rune giant
(and miner)","https://yt3.ggpht.com/i8eeLiDc9kv_21GBojB81UHjQm7GY5uTsOq28PnIoJqMnV6pw4CR8fthjT88sobG4a7fbF0YuQ=s88-c-k-c0x00ffffff-no-rj","false"
"@stoikatapro8924","hello","https://yt3.ggpht.com/ytc/AIdro_kakoHQ83IXX7s8Ykr1pc18bQyszccHieUuLqAiAJpkMsw=s88-c-k-c0x00ffffff-no-rj","false"
"@corgiliver","bro how is there 200 comments in 2 minutes","https://yt3.ggpht.com/ytc/AIdro_lw2kuCukIHD5wE6K_9auRQr30GVB_rgzZRMdt3--XyATIU53sqgbyMbtCgt6xAhMSvHg=s88-c-k-c0x00ffffff-no-rj","false"
"@sirspritzgurke1606","looking good today bby ","","false"
"@user-oy9bd7oo4","hi","","false"
"@VeeqyWenny","kless you","","false"
"@PerryJuice","What's wrong with you Ken?","","false"
"@WLemon-ocha","Kless you","https://yt3.ggpht.com/uTwEU_FTMNuoDsAf0tn0cii2daCiuR2ceduL9vn0-_o8BjWGXqXBNzJxF0HRHygeKReWIhYuPQ=s88-c-k-c0x00ffffff-no-rj","false"
"@johanlmunkeby9319","10 seconds is crazy","https://yt3.ggpht.com/ytc/AIdro_kX5wH2u0ItuypAe7MBMUi8BWLbfq7DezrACszGWWc=s88-c-k-c0x00ffffff-no-rj","false"
"@pugfudge6606","im early just for you kenny wenny","https://yt3.ggpht.com/awkYHhVMaRBQ40A0blKmXfgiRcznwMfEWUqNTp0OTyk2-_CEYe5emcaztmaPco9KC_M3WkswOg=s88-c-k-c0x00ffffff-no-rj","false"
"@hakoudou2297","day 1 of waiting for ken to do a Po box live","https://yt3.ggpht.com/ytc/AIdro_nzwsJEngcSZd988h49T3PhnDh4ukqjDzh1ujJ6J7lXbQ=s88-c-k-c0x00ffffff-no-rj","false"
"@Villam77","Ken please notice me. I love you so much. Im your Hungarian fan. I dont hate you anymore️ Im your biggest fan","https://yt3.ggpht.com/ytc/AIdro_m7d5RdnBF3UJlqP7SHtF_M4sNl3jMUZ6oDIFbE-QvTGms=s88-c-k-c0x00ffffff-no-rj","false"
"@CadeCRL","No credit on any of these rune giant decks","https://yt3.ggpht.com/VCYrrHaAKZ5G4dfnRUNj21L3SMoOgHJn7RvLS2gfVwkvGFCYRc7OigNGLK3_MvURs4XfMR6YNbw=s88-c-k-c0x00ffffff-no-rj","false"
"@ConnyRift","Just know that my girlfriend started crying when you said her mom doesn‘t love her for playing rocketeer + hog…
I now have to Challenge You to a irl duell","https://yt3.ggpht.com/4fyuDwcghLeY1qDqLLfy3e_5Cxtph6eAoExoX91GayaDREefEPN6nEvkMHLXmw4cg1J4vy7gsw=s88-c-k-c0x00ffffff-no-rj","true"
"@Cyrian_DJCieL","„and goblin curse“ says in 1943 in a room next to the Nazis","https://yt3.ggpht.com/zDAozRLU5qP2A3Jmxxo-f9CcLsN3DYHZYgUas7SIYaMSS-WEc2Vn1IVQS_WuqNUAky6X8WNkiw=s88-c-k-c0x00ffffff-no-rj","false"
"@ericmenk5391","day 3 asking for rune giant marcher","https://yt3.ggpht.com/ytc/AIdro_n5jhBMgdrE7WFnKKuwEKK0iT9LUeTW0oTCmGRsck3QGRhqsGcoCesxpa6j0WBHnWJxxg=s88-c-k-c0x00ffffff-no-rj","false"
"@mathewgebhart9299","Ken I’ve been watching for like a year now I think, but I wanted to know your opinion on the current state of the U.S government. Seriously.","https://yt3.ggpht.com/ytc/AIdro_kMNR52ysanwSvBJwvc63yhnMVJldgfWyhIiw5mFROkpw=s88-c-k-c0x00ffffff-no-rj","false"
"@JohnKelly-jd7cm","Upload more lil bro. Twice a day minimum.","https://yt3.ggpht.com/ytc/AIdro_mnHqUY0FTKsamoZjH0P9tQoBWlZXzGsND_80ZbUCQumHxnzproI3u1-WllQUnlU-r34g=s88-c-k-c0x00ffffff-no-rj","false"
"@El_gu4po","efn 1st","https://yt3.ggpht.com/sbQ84lViRRlRbL7UhP5KoeLQUUmxKFmf3tVe1etbLg661FCxz8y8vwRAj4OVrjvyQwYOYaBaGjg=s88-c-k-c0x00ffffff-no-rj","false"
"@AhumanOnEarth-eb9wf","bald","https://yt3.ggpht.com/LBoacWtnsc3DsRZrv20ODuzQbaoUYxH0frBtrbS1e8DVeQ9CDcHAgTvNgZ9jFAJRDRC3nGShqw=s88-c-k-c0x00ffffff-no-rj","false"
"@gabrielmaldonado662","Hey pookie","https://yt3.ggpht.com/ytc/AIdro_keODstGAqKkyfJWnrd5Zq6oszwSLVoAIrkFTvsWy7DRnk=s88-c-k-c0x00ffffff-no-rj","false"
"@Pamnaaa","Kin?","https://yt3.ggpht.com/fpGsATJrKjSlIpW8ZPPOwpHHz6fPJmr_rTVwNSX7Fuktwyayx21zWHs_vj29iMdHKbQUsBWt=s88-c-k-c0x00ffffff-no-rj","false"
"@iyxzee","day 2 of asking ken to show me his 2 elixir log leaking","https://yt3.ggpht.com/iyJuiVDEianxsNq_HaZSYpRvcex1egmARk2gJ5RejiLzfbyi0RvzgyEkzi2xAqmhK3_FHgIKdA=s88-c-k-c0x00ffffff-no-rj","false"
"@staywoke6590","Ken secretly got kidnapped by the Scottish Government and is forbidden from ever going back to Australia 
We all know what you did Ken we ALL do.","","false"
"@mrogosic","day 2 asking does ken have balkan fans","","false"
"@0belisktheT","Ken has finally become the jit of the month","","false"
"@archerbinder3854","""fuck you supercell"" ken mutters to himself while cracking berserker","","false"
"@oui2814","You stole my deck ken i hate you from the bottom of my heart and i want to see you under a pile of dirt","https://yt3.ggpht.com/ytc/AIdro_k8hkMH4As5Oes_3Uxvaz8lHR8dIbV9etjF7LQqkm4sxMk=s88-c-k-c0x00ffffff-no-rj","false"
"@mercy-a1","Day 36 of asking ken to play brawl again(i am gonna start making them shorter since i am getting lazy)","https://yt3.ggpht.com/7Mcc-J5C9-NrZZMdvyhYmM6Ygbd4gKhu-2FpQ8HyRG_H4igyOzElfN4cS6dIwtVJUA7L6JPH=s88-c-k-c0x00ffffff-no-rj","false"
"@jackgypsyidk","day 13 of asking Ken to compete in Streetbeefs","https://yt3.ggpht.com/v-xibHWymHNgKi-xQigwr269UyFW5xtv_y0x8k1YjPhA1m1pw6zPPgep0BTuW_bvEHl93IQuZiU=s88-c-k-c0x00ffffff-no-rj","false"
"@21yearclash","Ken please let me mod for u I've asked so much:(","https://yt3.ggpht.com/AKWtYIu5tBGl9ABarvsHVG8ITHt2NnbTgfDbJVNoPprWafN0so8-a41ANc5rKpjzaF2GMdLx=s88-c-k-c0x00ffffff-no-rj","false"
"@iceking2685","day 2 of asking ken if I can visit him in Australia. I'm from Canada. im being completely serious too","https://yt3.ggpht.com/ytc/AIdro_mklYFwr9KXXFsHwTDlp1gaS8np2pSTzLVSSI2CrQEICQ=s88-c-k-c0x00ffffff-no-rj","false"
"@Hellbloom","day 7-8 of me asking kun to use full royal team (I will do ts forever pal)","https://yt3.ggpht.com/dFiLk5pIG-yxfDwUy-mVqpGQItjcJB2xIms2zxVgFExDqIuzagdKXFjI8MmOg4gkr4_b82swYA=s88-c-k-c0x00ffffff-no-rj","false"
"@DogBreathSniffer","Why don’t you just say you’re on a phone call to the feds? Do you have no friends or sum ","https://yt3.ggpht.com/bliYIvKwxUyClwv8-nGh9lYyndfzLbThA4Eot6UTsUWpEqXVq9VTa02US_A8EbOYGNKSK9og8N4=s88-c-k-c0x00ffffff-no-rj","false"
"@TiffanyRogers-f9i","So much calm in your words, it hit me deep.","https://yt3.ggpht.com/S7Q2tqgz71vUvnjgXiv7jQ1lZVNk95mXipldHa-JXfNJfI0UMMuxlfW5S1peSqHpML4pg3TH=s88-c-k-c0x00ffffff-no-rj","true"
"@gamingwizard3790","1st","https://yt3.ggpht.com/ytc/AIdro_mhSikngQlU-oFnpbG-pyC1UOg7UHXEgHyhgYvM2cnnUQ=s88-c-k-c0x00ffffff-no-rj","false"
"@tcb1175","43 comments in 43 seconds damn bro fell off","https://yt3.ggpht.com/jReJx8up7nLes_zydjt_UwZtoLEPdRgIwsBC1oiLMYMMhbkqVUlCZe3aiUbs2IjL9q7I95XnaQ=s88-c-k-c0x00ffffff-no-rj","false"
"@JamesKleis2000","JESUS loves you. All praise to the FATHER, SON-JESUS CHRIST, HOLY SPIRIT.️","https://yt3.ggpht.com/ytc/AIdro_m3yH3CkDYbBlrEro0QnKb_ItobeFHLwKuQcGuP0f6Bn7OoKZ8W5OF5gGcuK2Gkd9LxEg=s88-c-k-c0x00ffffff-no-rj","false"
"@dowocharl","Jesus Christ loves you all and died for u on the cross ","https://yt3.ggpht.com/dlW5qVW4_lxg-XvZ-rBRo-sBrCwcUil20AnmDGexMKdT7PcU-z6d8Orwaz6h2Ni-SgzxcLh7_A=s88-c-k-c0x00ffffff-no-rj","false"
"@UIJOU","Poop","https://yt3.ggpht.com/egUEN940q2g7Vh3mu-5itV9Mo-OnDgGClNzjbq4f7cDBm-I24Uda1JzniJ36NHck3U31XKx_EA=s88-c-k-c0x00ffffff-no-rj","false"
"@mattwlee","first","https://yt3.ggpht.com/z34N1cofsGqzxWVtXfmYye_wnepgOdoRBFcsR2RToNBncx2Ui1iCl7ju7ZRPnlM00iSwi8wpeQ=s88-c-k-c0x00ffffff-no-rj","false"
"@SussySauce-yn2uv","are old","https://yt3.ggpht.com/S4gCvHv3OYwuN72ZKKy6qLTSuDCXwbDwqz9_MUbgi-h73RlQvz5427MB6uOhY8T5bPm2Hmh30A=s88-c-k-c0x00ffffff-no-rj","false"
"@Demigod2Tet8","just get rid of the mustache already","https://yt3.ggpht.com/ytc/AIdro_mr1n1zB7bnWY6Tr1HEt2azcDQan_gkMKfjPaD2y9o=s88-c-k-c0x00ffffff-no-rj","false"
"@hoodle6599","Daddy ken please i need 4500$ for my college plz im kinda homeless","","false"
"@TheALCSalesman","YO KEN I THINK I GOT A DOPE RUNE GIANT DECK! if your interested reply, if not its whatever lmao","","false"
"@Pro-one-piece-enjoyer","Quit the game already I know you want to lil bro","","false"
"@ibr1him_787","First comment","https://yt3.ggpht.com/y1a26ozLeLFNbQWz3FYThy4weJx0u75ykzHURQgAS5ZYjwNtqcbrmIuVeYbOzhKiPi6k1WVQ=s88-c-k-c0x00ffffff-no-rj","false"
"@theoriez8942","no views fell off","","false"
"@artakuu","Deion and Doto singing the intro was damn good!","","false"
"@atanteiku","The squad voicing over the elite four was a great touch tbh","","false"
"@kiruyauchiha8012","40:03 Third times the charm, Doto finally beat Destiny Bond","","false"
"@LordFalzar","Rhyme's team being just a bunch of babies had me rolling","","false"
"@yfskey1038","23:03 professor oak lore is crazy","","false"
"@colemanwacoche5730","You should fight eachother with your best team for a grand final battle","https://yt3.ggpht.com/ytc/AIdro_nw2oZu9LgyeShjtM0Jx5OHNcbTfakQ5AUJsKInP7A5WLA=s88-c-k-c0x00ffffff-no-rj","false"
"@fathermaximilian","I don't think Agatha is supposed to say all that","","false"
"@dontedoestuff","Always remember Everybody,
Yako is the 3rd protagonist of this series","","false"
"@BradBuschman3","Not gonna lie, Im a 34 year old grown ass man and I got pretty emotional over here at the end when that confetti popped.  

My younger brother and I used to watch these together and we'd message back and forth laughing and loving every video. We even got back into collecting Pokemon cards because of this series and said how much fun it'd be to have our own run. I remember how excited wed get when those notifications dropped. 

He passed away in October of last year but even though we didnt get to watch it live or ever do our own soul link I know hes looking down smiling with me watching as this series comes to an end.

Doto and Dieon, from the bottom of my heart, thank you!

Thank you both for this. This entire series was so, so good and it may seem silly but I will genuinely hold onto the cherished memories this series gave me. 

Just goes to show yall never know the reach and impact you guys can have on people. Hoping 2026 brings you both nothing but the best.","https://yt3.ggpht.com/ytc/AIdro_m7jn4Zs8bMjCqccghXrEZPOh1zJ2Kw2PomIMXvirqNOUI=s88-c-k-c0x00ffffff-no-rj","false"
"@Ango825","omg... the cover of the intro, the friends doing voice acting, all the hours of grinding, the emotions, the fact that the series was almost cancelled, a multiple year journey...
this was CINEMA!! CINEMAAAA!! I CANT BELIEVE THE SOUL LINK ITS FINALLY COMPLETED!!! 

Man, 5 years ago I was another guy LMAO, Im so happy I was still here to witness the ending of this series. Thank you guys for all the effort and love put into it, and of course to Yako for such a unique and amazing editing from the very 1st episode all the way to the last. What a way to start the year 
","https://yt3.ggpht.com/ESf6JkU2_QxKRGgm6h53ksyMf2EM_iNK7L6B2gH-YtcxQMjYxPNsUwLrV2j98gHhUAZxHtmC=s88-c-k-c0x00ffffff-no-rj","false"
"@RunsWithPies","Soul Link 2? Yes Please.","https://yt3.ggpht.com/QcVYJkLjYg8EgUu1MM_3R7mv2fAfTHRIxGifmWSgQLNiFF5Q2DVsaGvLLBq4yQ_dQMdGWo3B=s88-c-k-c0x00ffffff-no-rj","false"
"@cerealsgames3118","The elite 4 Voice actors being your friends is amazing","https://yt3.ggpht.com/ytc/AIdro_kVpheBhvbt7xHYP-9h5BAvWGfrbS1q9hlk6Vhj82dzlg=s88-c-k-c0x00ffffff-no-rj","false"
"@tommy_darc","Whoever decided to do that voice over for Agatha is a demon","https://yt3.ggpht.com/ytc/AIdro_nA8-OrkbsvVoqEWUsCYdf0ipg0-wdLNUw3zV_xmYyF6C8=s88-c-k-c0x00ffffff-no-rj","false"
"@mugsby7962","""That Wood Hammer"" is insanity","https://yt3.ggpht.com/ytc/AIdro_nF-Ysove4dDzwL3OybVGoomrY8J8pyp8MI17G7eaA=s88-c-k-c0x00ffffff-no-rj","false"
"@-TheRealAnimeFan-","Moon is absolutely unhinged and I wouldn’t have it any other way after a certain point I realized it wasn’t her real dialogue but that’s my Agatha!!","https://yt3.ggpht.com/ytc/AIdro_kkcujFh1UN23P05nkohUCXDnFDnsPQ7BUDv_XzF40-zIA=s88-c-k-c0x00ffffff-no-rj","false"
"@byrontheusurper6505","55:48 With this ending I gotta think of rocket edition where this exact scene happens, exept behind the scenes red is a bioengineered supertrainer who's helping Oak take over the region... fun times!","https://yt3.ggpht.com/ytc/AIdro_k78bXqxjvCHrukhuyGTsKlhlaQhxV6ae87tix931MAixZFqdBbIe8JVhOogv1wZNqh6A=s88-c-k-c0x00ffffff-no-rj","false"
"@blackersock","23:13 i deadass thought this was actual dialogue at first","https://yt3.ggpht.com/Pt58hu16HBR3MUGUDl50O5wtC4nXPGU3PwVpZStyne-3R1y-452qCWRaEhTGxJYHtXuvB9tTiBk=s88-c-k-c0x00ffffff-no-rj","false"
"@manueljaramillo2520","Of course Rhyme would throw his first title defense match with a team full of babies. ","https://yt3.ggpht.com/ytc/AIdro_kCMYkoXbRtEwTbZ9iFWAcxwEXydsx1mwyAApwmXkgVS8w=s88-c-k-c0x00ffffff-no-rj","false"
"@jorgejuan48","That Aunt Bertha voiceovers was DIABOLICAL....it took me out","","false"
"@byrontheusurper6505","I was a differnent person when this started! 2021 I was failing at studying something different from what I'm failing at now, I was still living at home (wouldn't move out until may 2022), I hadn't met (almost) ANY of my current friends yet! I went through so much in this time, moving out, arriving in a new city, finding the best friend group I've ever been a part of and loosing it, it genuinely feels unreal now that I'm thinking about it! 

I hope you guys do another soul link, and by the time that's done maybe I'll have figured all this out! Cheers, always keep the amazing content coming!","","false"
"@nojusticenetwork9309","22:39 Moon is an absolute fool lol","","false"
"@Deiect97","Soooooo season 2???","","false"
"@yygaming1867","Series started when I was in 8th grade and now I graduate in 4 months. Thank you guys for the endless laughs and the unforgettable journey. RIP CHEF AND SHADOW truly a beautiful series from my two favorite YouTubers I hope yall see this thank you for making my years that much for memorable. I FIGHT FOR MY FRIENDS","","false"
"@jal.wrld_","Being 16 when this started and turning 21 this year when it ends is kinda crazy","https://yt3.ggpht.com/G9NeeCVaIhTIBNuc0mHvK2xh0dnTpz__qS9jVevq1IYU85cM9aWtaWJ80EIUAOQc81ctN-v8=s88-c-k-c0x00ffffff-no-rj","false"
"@Farhanxplays","The whole journey... just.... beautiful.","https://yt3.ggpht.com/5VCrWGgPlYY_UPCg2dt0i3EYrMPYGvQcYgoAk1VIY4e97fWwK3A8OqcO6Dl5kRZ5zX7fS-nUhw=s88-c-k-c0x00ffffff-no-rj","false"
"@KJPARADE","16:47 lol they got Nano narrating","https://yt3.ggpht.com/dZhfVrZaMuy3_Px4YNTSLGieLBWHlksEfYECrEfKWP5duXBkbfEjiXEax3-s7DE6_apXehlZlA=s88-c-k-c0x00ffffff-no-rj","false"
"@TheEphemeralEternity","Holy... agatha's thirsty xD","https://yt3.ggpht.com/zh6gFmCPGScj9uMBZ3EaT04jSmMwDvInjPA-K5ok19yQSaf7cvvWu8Z-ItAnNWhwYQGCzfK9=s88-c-k-c0x00ffffff-no-rj","false"
"@Envisty0","DAMN THESE VOCAL CORDS FIRE sad to see the goated series go just realized the squad voice acts the elite 4
(But hey palworld could take it's spot)","https://yt3.ggpht.com/XGL_cIqPtluEYDw7Q2mwMYVya6bzi6PaZ-9WwPieSQ88276ZB3iOPR95SUN2Hm0H-QQ4ZRdXFWI=s88-c-k-c0x00ffffff-no-rj","false"
"@welldennis","Maybe the soullink is the comments we made along the way","https://yt3.ggpht.com/ytc/AIdro_m3hwdihWNF1Lew_SpOvEiR8JlX9VafmkMoUXdpexn_ug=s88-c-k-c0x00ffffff-no-rj","false"
"@EclipseUchiha-we3zb","I’m going to miss this series ","https://yt3.ggpht.com/Uo9S5q_rp2piMmXa_725pD5os96SDXnjYR6hF5ZWdekaoA7Q1d1847daKvxi7Jvb6F6XucXliw=s88-c-k-c0x00ffffff-no-rj","false"
"@slade0899","Sun and Moon time, they ready for that woopin","https://yt3.ggpht.com/ytc/AIdro_nJOcTe_5nIVo9fw0r56tFQPDP89cuhLg53uZa0Nl8=s88-c-k-c0x00ffffff-no-rj","false"
"@KayinCloud","0:44 Is that the two idiots SANGIN?!","https://yt3.ggpht.com/ytc/AIdro_nOzGRBAteqV9GNnWEeBJdd8HQIItqf1QBzeszrXkh36A=s88-c-k-c0x00ffffff-no-rj","false"
"@TheOneManHimseIf","the squad voice acting was peak
the singing at the beginning was peak
no matter how this series ends, it was peak

i can only pray for times where we get a second soul link 
ggs","https://yt3.ggpht.com/nlGsEQdcSBdQo1nLE2qD_Yly7nyMvwdX7NLUSE5TJuRBP7TDQRsz11B3GS2EZFlGTryVGJxx=s88-c-k-c0x00ffffff-no-rj","false"
"@minatoarisato3181","24:00 was not expecting the ff 14 ultima weapon boss music to be playing in the background of this,","https://yt3.ggpht.com/ytc/AIdro_mGOOHnOkxRlHuD7Uzhbg_j7snpzqnp6AfXR9OaO8j0Nw=s88-c-k-c0x00ffffff-no-rj","false"
"@FireMiracle777","0:19 ""TELL MEEEEEEEE""","https://yt3.ggpht.com/ytc/AIdro_k0PVo4Ayjzf9FlRcdjZAQYBwK430_hLvWlP9jgikQjC65W-ONDWjkk4dykteuHJ96HgQ=s88-c-k-c0x00ffffff-no-rj","false"
"@Someone-tuf","57:34 One last sneakdiss to Wutizgo...","https://yt3.ggpht.com/ytc/AIdro_naVtQgGqLR2mEJBYsUptJWeahbG_5vnBCPaDOqBcwUdRBL6bJjSCLq-kGRbS6uIBwmZQ=s88-c-k-c0x00ffffff-no-rj","false"
"@byrontheusurper6505","HOLY SHIT I WAS LIKE ""hey the first words of the intro kinda sound like them"" AND THEN IT'S ACTUALLY THEM SINGING, THAT'S SO HYPE! I've also had this song stuck in my heard all week so I've been singing this part too, it's SO FUN! AND THEY HARMONISE TOO AND DO THE EXTENDED VERSION, I AM SHAKING WITH EXITEMENT, THIS IS GENUINELY SO SICK! 

And may I just say, they did a good fucking job too for almost never having genuinely recorded themselves singing, even some of the harmonies worked super well!","https://yt3.ggpht.com/ytc/AIdro_k78bXqxjvCHrukhuyGTsKlhlaQhxV6ae87tix931MAixZFqdBbIe8JVhOogv1wZNqh6A=s88-c-k-c0x00ffffff-no-rj","false"
